,Negative_reviews
3611,"recently vlc started burning up my phone trying to parse files no option to turn it off and never sends to complete :  
"
3612,"i dont know about this app because iam just downloading this but i used it in pc in according to pc it was an agood video player but in this time tjis was coming to android and download what idont know how its performense and how it work iam exited to this and waiting for instaling :  
"
3613,"excellent app but the subtitle option is not better than mx player :  
"
3614,"will reinstall when the blank screen glitch is fixed :  
"
3615,"good app but a few bugs with new version ver vlc 312 revision 4e0ea776c vlc 94bc8e707 at this time my biggest complaint is the sleep timer no longer works pls fix asap :  
"
3616,"when i try to play a video for the second time from usb drive app force closes and app data needs to be cleared becore i can play the same file again please look to it my device is redmi 2 :  
"
3617,"in this app 164 video size is not supported zoom option also not in this mx and x player have zoom options for videosso in that apps we can zoom and watch in my mobile full screen but with this app i am not satisfied :  
"
3618,"great app provides all controls snd features i want that is until most recent release now it does not recover from minimizing and then after restarting it loses prior video position running on pixel 3 xl :  
"
3619,"its a great app but its got one issue if i dont delete a video using the app it fails to remove it from the collection :  
"
3620,"just got a new tablet the video software that came with it wouldnt play audio from my dash cam footage installed vlc and got just what i needed honestly the interface for android is way better than the interface for pc :  
"
3621,"crashing after 1020 seconds of play video type doesnt matter tried reinstallation with no luck older version was more stable :  
"
3622,"downloaded solely to play music from my local nas attempting to connect fails to prompt for username and pass making it impossible to connect :  
"
3623,"the playlist doesnt update i copy new files and delete old files despite pushing refresh many times the old files are still there and the new files dont appear :  
"
3624,"this app isnt working properly it cant play any of my videos and worst of all it tends to stop working please i would really appreciate if you could fix this bug thanks :  
"
3625,"playing a movie or song pausing it for a few minutes and vlc forgets where it was and resets back to start of file such a basic bug seriously anmoying cause you have to search where u were pleeaseee fix :  
"
3626,"vlcnothing more needs to b said no ads or bs i use nothing else on my desktop now il b using nothing else on my phone to play movies listen to music any format ive never had a problem  :  
"
3627,"i want to be able to reorder an audio playlist not jsut have the songs in the order they are added also have playlist as an option in the header beside artist album genre :  
"
3628,"if it aint broken dont fix it annoying file names now keep moving making it hard to read and you cant disable it :  
"
3629,"all in all a good app it has some issues with updating the library with the files in the folders and with upnp where itll stall loading folders or even libraries :  
"
3630,"cant stream youtube videos copying url method doesnt stream only loading :  
"
3631,"in the newest version it will not rotate my videos horizontally and just stay in a vertical video play what gives :  
"
3632,"i very like it because dont have ads but it hard to find video and mp3 while xplayer can find easily other things is that it cant play all videos as audio so i uninstall :  
"
3633,"i used this since 1 year but now it does not work when playing any vedio i can not see any picture only sound please fix this problem i am using updated version  :  
"
3634,"this is kind of an unnecessary legacy app because all stock video players play all the formats vlc does in 5 years ive never needed to use it not sure why i keep it installed :  
"
3635,"great app but hangs play store by staying stuck in a loop installing must kill the process b4 installation of updated or new apps can begin love it on linux but on android it needs some work :  
"
3636,"im using moto g6 plus android 9 im having this issue that when app is switched i cant come back to vlc it shows an error msg i have to restart media file from gallery or file many otherwise it was perfect app :  
"
3637,"recent update screws up playlists and browsing i have a folder with 700 files in it and vlc cant seem to count them sometimes it say 200 others 400 and sometimes 700 but still less than the actual number :  
"
3638,"can no longer access local network folders via smb app has been deleted as it is now useless :  
"
3639,"its just about the same as any other app out there it doesnt differ at all it looks like they are all based on the very same principle thus i guess its the name why i went for it instead of some other app :  
"
3640,"last app update has wrecked vlc everyone agrees fix it please doesnt work with phone ringtones anymore totally pissed off :  
"
3641,"not good enough im hearing dot noise in headphones when playing movie :  
"
3642,"all are perfect but equilizer should be of only 5 bands with perfect fx :  
"
3643,"lots of bugs in 1gb ram phone when i go back to play another video its freezing i need to exit the app to play again so annoying :  
"
3644,"its not showing all the videos i have please fix it :  
"
3645,"just one problem when i remove songs they remain there or pc i add music it wont :  
"
3646,"i use vlc on my fire tv the videoloaded in vlc stutters alot :  
"
3647,"no auto video default rotation detection feature available :  
"
3648,"dear sir i want to say that in this app there is some issue like when i play any movie after few minutes if i minimise the vlc again i play movie from vlc they do not start again please solve this issue :  
"
3649,"very bad loading all the gifs and such from whatsapp and all other apps this takes ages and the app force closes several time trying to accomplish this on my 128gb microsd very unconvenient in all aspects please save your time and keep searching for that video player :  
"
3650,"keeps crashing adding multiple songs into a playlist easy when new songs are added to the phonethey dont always show up in the app easily :  
"
3651,"great when it works requires frequent reinstalls though as it loses track of all songs etc on my sd card and wont allow me to rescan them without a complete reinstallation :  
"
3652,"i cant watch videos on this but sounds on background it was okay before updated version is showing such problem :  
"
3653,"a great free app the developers have created this app for nothing and all they ask for is a donation i cant believe the amount of cretins that have the audacity to moan and criticise the team behind it thank god for the kindness of the vlc team and ignore all the comments from the retards who havent got the brains to appreciate what zero cost means d :  
"
3654,"keeps uninstalling without my knowledge or consent antivirus isnt the cause aside from that it works well :  
"
3655,"not sure what happened with this app it has been a favorite of mine for a while but now every time i open a new file i literally have to uninstall the app and reinstall it then restart my phone :  
"
3656,"my fav video player on most platforms always works never has issues i want chromecast support other chromecast supported video players dont have the right codecs :  
"
3657,"all rounder media player only app that have the potential to play all kind of video files as well as audio files even it plays high fedility pure audio hfpa where as poweramp google play music fails to play it :  
"
3658,"vlc really needs to add shortcut for rotate buttonfixed one therere many short videos with wrong orientation some portrait some landscape sensors dont help all the time thanks for free software :  
"
3659,"overall good video player but loaded subtitles dont work together with movie file while streaming woth chromecast tried it with different movies subtitles but doesnt load in at all :  
"
3660,"after few weeks used vlc player will hangs and unable to delete the videos if i delete the video it wont clear the video from list i have to uninstall it to clear it :  
"
3661,"why i cant give less than zero starworst appnew downloaded songs doesnt show in library untill you play it from the file managerall tracks are not playing continuously even after selecting loopnd many more :  
"
3662,"best overall but has just a single error its the equalizer it tend to reduce bass when i switch to play music after watching video please fix it :  
"
3663,"i dont know why but every time i watch a movie and then insert substitles its all flat on landscape it messes by movie experience i hope you guys can help me fix it :  
"
3664,"no doubt one of the best player but how do i stop it from showing all the non media files i can see my docs and images in the folders too only music and videos should be only visible any suggestions :  
"
3665,"it may not be the smallest app or the most userfriendly but it is the last media player you will ever need if its not in a proprietary format vlc will play it :  
"
3666,"i dont know why its lagging while playing a hd video since my phone fully supports 1080p hd format this app cant work properly please fix this problem :  
"
3667,"whats not to love about vlc plays everything you throw at it and its completely free used it on windows since it was released many moons ago android version seems to perform just as well dont look anywhere else :  
"
3668,"manage to roll back to 309 the 31 series is such garbage got back my easy accessable eq button got back the ability to add new media to vlc and actually having it show up in the list :  
"
3669,"this app used to be very good now i cannot flawlessy cast to my tv like i used to it stutters buffers audio out of sync using my computer and videostream it works flawlessly so the issue the vlc app :  
"
3670,"great app when works but have to keep unistalling it and reinstall it to appear over my other player as it refuses to work most of the time app just close as soon as try run it :  
"
3671,"its pretty great especially gor casting files to your television on the downside you can rarely resume playing it disconnects on a dime :  
"
3672,"i was fan of this media player i used it on my pc and mobile but meanwhile i needed to play the video with subtitles but vlc neither download them automatically nor loads them manually :  
"
3673,"big fan great app though the new update is in preety bad shape fast forward how do you cut out a feature like that themingetc inshort bring back some classy old features and fix the bugs excellent app :  
"
3674,"not so hot for streaming local media watching show and i press pause to answer a text go back and it starts from the beginning with no ability to fast forward or skip ahead :  
"
3675,"its nice but i also think we should be able to fast forward or rewine a clip or movie from the screen because its really hard to get to a particular point using just the buttons :  
"
3676,"this is my favorite music app but lately every time i run it the thing it scans my whole sd card parsing media for an hour or more only to do it again the next time i switch to it :  
"
3677,"i love this app but now everytime im playing something using this the sound is just annoying its not clear it makes me feel irritated everytime please please fix it  :  
"
3678,"the new version is not that visually good its annoying and it can waist my time by letting the text of the titles keep on running well the world is only getting to be fill with idiots and thats the qy it is i guess :  
"
3679,"very bad since this last update the app cannot access folders on my phone anymore which make it impossible to use the subtitles files saved before therefore make the use of this vlc worthless was using it because of how easy it was to add subtitles :  
"
3680,"there is an issue of fixing screen resolution after updating also not running smoothly ny playing a video please fixe asap :  
"
3681,"the new update broke all my playlists it wont recognize new folders and new playlists delete themselves :  
"
3682,"hi team new update is good but it lacks on sorting files missing sort by date options :  
"
3683,"cannot play error message something about files and location it sucks :  
"
3684,"too much buffering while casting waste of time :  
"
3685,"what happened to the play pause button in the notification its gone after the update and i cant restart audio streams anymore :  
"
3686,"the update is cool but 1 more thing i think it could be better after user set play speed timer the icon of it can change color like the old version this could remind user they setting something :  
"
3687,"this use to be a great app my favourite in fact now i cant even cast from in app and when i cast screen the picture on the tv is pixilated super annoyed huawei p20 pro :  
"
3688,"the playlist does not detect uploaded or deleted music on android very frustrating ive reinstalled this app a few times to get it to work :  
"
3689,"everytime i delete the videos i have to uninstall and reinstall so that the deleted videos will be removed from the view really sucks cause i really prefer this over others sucks no one even bothers to help tsk :  
"
3690,"best music player i have found so far there are no ads at all have not found a problem at all in the three years i have used it :  
"
3691,"screen turns out black on minimising and restoring back the player earlier it worked fine after i started using an external sd card im facing this issue :  
"
3692,"i would have gone for a five star but with subtitles its worstevery time its delaying for 67 sec and if i forward it delaying time is increasing which makes me feel irritated :  
"
3693,"i dont want auto scan i want to chose folders but when i mark tne foldets i want they are erased i dont think it handles subfolders i am deleting tne app no time to fiddle around too bad so sad :  
"
3694,"cannot find usb memory stick in tablet port native player plays single selections from usb no multiple selectplay directory using file manager select vlc generates not playable from that location :  
"
3695,"not working proper on poco f1 pie when on lock screen i change my song with mic the song will be automatically stop and again need to open the app to run thatfix this :  
"
3696,"not good i cant even play my music straight without it cutting or being silent along the way please fix this :  
"
3697,"the app stop displaying subtitle track after locking and unlocking phone straight to app i need to close and reopen app for subtitle to reappear very annoying bug :  
"
3698,"vlc works pretty well with any media i use on a daily basis ive experienced no problems using it i would recommend it to anyone on android :  
"
3699,"brilliant but one bit unfortunately when you add a song to the queue while the music is on shuffle it basically ignores it bar that perfect :  
"
3700,"absolute garbage after the last update the ui is horribly laid out and doesnt scroll no more built in cast support miss the old one :  
"
3701,"when i play video on my redmi 3s prime only sound is coming i cant see only logo of vlc but last time it work properly so please fix or solve it reply fast :  
"
3702,"works good the only issues i have faced are lag in playing avi files the video list shows in the order 1 10 2 3 instead of 1 2 3 :  
"
3703,"iam giving 4 stars and its been 5 stars though but i having problem with previous version with subtitles because iam not a native english so i had to put subtitles but it was poor condition :  
"
3704,"everytime my screen shuts off for a moment i need to add the subtitle again and again and it doesnt resume where i last left it :  
"
3705,"it has its ups and downs one of the ups is it can play all video file formats the major down is after a while it will refuse to sync all the videos you tell it too :  
"
3706,"slow scans your entire phone each startup cant play pls extensions terrible app :  
"
3707,"all my music that i had before is gone i cant find it no matter what i do please fix this i can only see the newly downloaded ones now :  
"
3708,"theres one bug it has currently it doesnt find new videos on my device after refreshing even playing it from navigating from the file browser or the app itself :  
"
3709,"wouldnt play my videos cant understand why vlc is so popular had similar challenges with the pc version would give negative rating if such a thing was possible :  
"
3710,"hello vlc team love from india i really loved your app i have never seen any ads and have mind blowing experience before i used the mx hope you gussed i dont want to tell personally as its wrong but i loved your vlc media player but hey team i will tell some of the problems in your app i have been using it since 3 months so kindly listen 1 your app dont have seperate column in setting for not restarting the video from start we have to do it individually hey the words limit crossed :  
"
3711,"works well plays most formats but if you trim edit a video it distorts for 3 seconds at the beginning or when you resume play after forward or rewind this even happens in the pc version :  
"
3712,"i give it a 5 star rating but i hate the way it doesnt update my media library immediately when i add new songs to my phone its really annoying when i have to find the songs in my phone then play them :  
"
3713,"ok as far as it goes but the app still has a limit of 200 items when operating as a client for kodi i have over 1000 albums once this issue is sorted i would use it :  
"
3714,"its really baffling that you cant sort videos by folder no instead various different shows will group with other shows because their file names are similar making everything chaotic and unusable please make it an option to group videos by folder :  
"
3715,"can you please upgrade your subtitle delay its hard to adjust the subtitle when its 510 minutes delay because we need to wait so long bcs we only can increase it how abt you guys put a new subtitle delay option that we can set up our own miliseconds :  
"
3716,"asside from playing the local media all the other capabilities including but not limited to network streaming are useless if like me you need browsing through samba just use some other app :  
"
3717,"very good app dlna client does not work in the current version it does not read content of the directories :  
"
3718,"its great but needs a lot of improvement it shows all files in the directories whereas it should only show video files :  
"
3719,"the app keeps stopping and when you minimize the player the video just goes black when you resume it i also cant fast forward it just goes back to where i watched  :  
"
3720,"application fails to run mpg files from digital camera while vlc program on laptop works perfectly :  
"
3721,"the equaliser puts a nasty hiss on the music no matter the settings and when enabled doesnt seem to change the sound as much as other equalisers ive tried but apart from that i cant fault it :  
"
3722,"i was using mx player for years but recently had one marvel movie with low audio i used mx volume boost still low then i played it on vlc with volume boost and my headphones almost blew out cool vlc is my new go to video player :  
"
3723,"we cannot download subtitle    :  
"
3724,"network stream problem to connect internet in sufficient storage :  
"
3725,"no working controls            :  
"
3726,"used vlc for a while although slow for conversion it worked until i updated itnow it doesnt convert my files to mp3 deleted the program now use switchquicker and easier to use :  
"
3727,"glad to see you implemented cast finally but its not working properly subtitles are not showing when casting and it randomly freezes and restarts my phone :  
"
3728,"from past 1520 days it keeps on crashing within 5min of video playback dont know the reason other video players are working perfectly :  
"
3729,"its very boring app after i was deleted video from my file than also this app showing that video also am trying to delete video from vlc app but i cant am using vlc last five years but now im facing many issues with this app finally i installed this app :  
"
3730,"good but could be better long file names are truncated in list mode an option to wrap long file names so that full names can be shown is a necessity :  
"
3731,"struggles with playing movies on chromecast stops part way through sometimes can become unresponsive when parsing data has a hard time reading data on an external storage card otherwise really good :  
"
3732,"does not play back windows media format streaming asf or wmv windows media encoder 9 connected to logitech usb cam makes great security cam for cheap simple setup vlc does not support the live stream on local network totaly bunk you should support the format thst started streaming video :  
"
3733,"doesnt work on 44 video counter runs but image doesnt change off initial view trying something else too bad i have vlc on all my other devices :  
"
3734,"wont playsees all my playlists and music from my sd card correctly when i hit play it tries then fails no matter how many times i have tried uninstalled :  
"
3735,"from the last update the app crushing while i try to play videoit only happens when i play video after go to the home page otherwise very good video play :  
"
3736,"cant detect mp3 files even though i directly pointed it to the folder in settings they play if you open them separately but dont show up in library :  
"
3737,"dont care how well the rest of the app works disable forced auto rotation if i want landscape mode ill turn on system wide rotation rewinding has a high chance of breaking videos when its done by gesture :  
"
3738,"since last update auto rescan is busted i had to clear app data from settings to start vlc from scratch also folder has 10 videos but it shows count as 9 on outside folder label :  
"
3739,"sometimes has a bug so i cant rate 5 at first time this app is so great but in when i use this app for several weeks there are some problem in it i download some videos but the vlc didnt load the videos :  
"
3740,"i think the latest update broke it it no longer detects any media files on my device so the app is pointless its been great upto this point hopefully this gets fixed asap :  
"
3741,"app interface is so cluttered i dont like the interface a bit it makes much harder to find a video in a video player than by opening it in a file manager whats even the point then :  
"
3742,"subtitles go missing after switching apps and then returning to vlc following which unable to reselect subtitle track all options on options menu become unclickable :  
"
3743,"there is a huge bug in it when we play a video in vlc from our gallery then the app crashes on minimizing and maximizing function of zooming the video is also not there like in mx player :  
"
3744,"nice app but the return to last play doesnt work similarly deleted videos still appear on the app please work on this defects :  
"
3745,"after being installed for a while it stops scanning all the deleted videos are still shown in the playlist and the new videos are not updated in the playlist :  
"
3746,"still havent fixed the smb issue where it gets stuck in a loop asking for login info while trying to access public network folders only an issue while using vlc default android video app can access the same folders fine :  
"
3747,"always the best on every device reads all files cant go wrong like ytf would you get anything else literally perfect edit i wish i could edit my review and give you a million stars :  
"
3748,"this is one the best android apps ever im really happy with this no ads and no bullsh t it would be even better if the screen wasnt rotated all the time :  
"
3749,"does not work it shows my videos but when i click on the folder it then says there is no media when there is and it clearly sees it i tried turning on show hidden files but no luck it refuses to show videos in my download folder ut if i go though a file manager it plays them fine :  
"
3750,"i use to love this app played all formats of files now i hate it doesnt play all my songs hell doesnt even reconize most of my albums on my sd card you use to get 5 stars from me but now 1 star :  
"
3751,"this is such a perfect music and video player i like the mode where by you can play video and do something at the same and go to home screen but the equilizer is not perfect for me :  
"
3752,"worst appvlc is really good for our desktop nut ita really cheap for android appi only play cctv video length about 90 min and when i jump to specific time or forward video its getting stop and never working any moreplease tell me developer and qa name they never tested app for max length video size :  
"
3753,"the entire reason i donwloaded this was for playing my daughters bedtime music with the screen off it worked like that a grand total of once then it stopped letting play in the back ground all together :  
"
3754,"4 stars only because im the idiot that hadnt taken the time to learn how to use 100 percent but i love the vlc player just on the android its a little complicated for me :  
"
3755,"vlc is a great app but can you ad support for very large mp3 audio files it doesnt remember last position on a 15 hour long audio file thats 206 mb file size :  
"
3756,"really bad for playing mkv files it got my phone too hot in just 5 minutes of playing and everything became extremely laggy ive never experienced somthing like that before with oneplus5 which allow me play even the latest games smoothly :  
"
3757,"it works but isnt perfect i couldnt seem to get flac audio working without stuttering but mp3 seems to work fine :  
"
3758,"vlc has always been my favorite media player for windows now its my favorite windows media player for android too it plays everything the other apps cant if you have a media file you cant open try vlc :  
"
3759,"loved this app till the recent update now none of my albums are showing up had to add them by hand in a playlist just to listen to them go back to the old way or fix the problem :  
"
3760,"suddenly cant insert subtitles from internal storage as usual :  
"
3761,"when i cast to chromecast ultra it no longer mantain selected playbak speed :  
"
3762,"vlc is the absolute best video player ive ever used i use it on both my phone and pc everytime i change my phone i always come right back to download vlc it should come with phones already :  
"
3763,"it only plays music from the movie the movies doesnt go through :  
"
3764,"4 stars as no app is perfect easy to use and great quality and various settings available i recommend :  
"
3765,"please fix sleep feature in the app i been using vlc for music before sleep when i wake up it still plays songs the sleep feature doesnt work anymore since the updates :  
"
3766,"it was fine until the most recent update now none of my files are listed in the media i have to go through all the directories to get any music to play :  
"
3767,"my only problem is i cannot turn off the subtitles track on my films even though i have selected no subs as the sub track got added by accident the subs dont play on other video apps :  
"
3768,"keeps automatically closing when screen is off stutters and lags and force closes many times many bugs while displaying subtitles lacks basic features like taking a screenshot :  
"
3769,"i use samsung j3 this app doesnt cast to my android tv if i close the cast somehow by mistake it doesnt cast to my tv for the rest of the day fix thisss :  
"
3770,"not sure what to say on whats going on with the new update since updating it it wont work and when it doe it crashes immediately unless this is fixed im going to remove :  
"
3771,"cant maintain information on the music on my sd card ive grown tired of repeatedly reinstalling the app in order to get it to find my music :  
"
3772,"it was better when we would touch the screen and only controls appeared with transpert look but now it resizes the picture which is damm irritating when watching a movie and touching the screen multiple times :  
"
3773,"great app only complain is that sometimes it saves the progress of my video other times it is not i would always prefer to have my videos time where i left it :  
"
3774,"very good in general but an option to resume audio files play where it was stopped is rely missing i listen lot to mp3 podcasts and i am removing the app because of this :  
"
3775,"used to work flawlessly now every time i turn the screen the app either restarts the video from the beginning or stops playing or hangs and quit  :  
"
3776,"dont know what they did in the update but i cannot access my network from vlc on fire stick get the contact usernamepassword screen popping up sooooo annoying doesnt happen on stick with previous version of vlc :  
"
3777,"laggy and buggy app endless scan which cannot pause or stop when uncheck directories for scan it will be checked back automatically i cant use this sorry :  
"
3778,"it randomly crashes while watching video and after that i have to uninstall and install it again to continue watching any other video :  
"
3779,"wont continue where i left off and crashes if i change to whatsapp and then try to go back very very frustrating as i have to keep noting the time looking for another player :  
"
3780,"audio quality was extraordinary but there is lake off bug in video quality is below grade performance and also add some of optimization of easy to choosing folders :  
"
3781,"when playing a movie and returning to homescreen of my phone makes the vlc app crash it wont open again until i delete cache and app data but after returning ti homescreen its crashing again :  
"
3782,"used this app on all my phones in the past on the s10 however when selecting fit screen the video doesnt fill the status bar area where the camera is would be great if it filled the whole screen :  
"
3783,"at last it have group by folder but please make it have columns while in horizontal mode also i think it will be better if all of the folders didnt appear in the video menu but rather inside the folder respectively :  
"
3784,"start today its keeping eror screen eror but sound still working first i think after update will getting better but idk still not working then uninstall it since no response from developer :  
"
3785,"would like to be able to change colors of the program theme the orange isnt aesthetically pleasing for me just want a greyscale interface :  
"
3786,"i love this app but i notice when i chromecast i cant get the subtitles to get on the tv it works if i mirror my phone but then the phone has to stay onis this a quick fix  :  
"
3787,"doesnt showsupdate thumbnail of my old videos kindly fix it its very annoying to search a video or audio file without thumbnail :  
"
3788,"i love this app but for some reason songs are duplicating themselves in playlists and its really annoying me please rectify this error :  
"
3789,"its always my first choice video player but i berg to add a program which can make a capture a photo from video playing also can you add a program which can make a review for piece of video playing i can select from full video playing and save it as my short video i created for vlc :  
"
3790,"great app groups videos into easy to find folders automatically the only problem ive got is that it doesnt group my anime videos correctly and renames the files which sucks because i watch anime for that normal series :  
"
3791,"ask confirmation to resume option selected but does not work and also sound quality not good need to keep on 100 then only the sound is loud and clear even on 93 volume it works like 3040 volume still the issue continues :  
"
3792,"its not a bad app but when i change the music on my phone it doesnt recognise the files despite refreshing so i have to uninstall and reinstall the app :  
"
3793,"unlike in the past im unable to increase volume above 100 on playback and wish to know why please until now i havent had a decent feedback to my comments and wondering why please respond :  
"
3794,"the feature ab repeat isnt working well or it isnt easy to use hopefully they can fix it :  
"
3795,"its nice and useful app but the last upgrade comes buggy as hell you cant add playlists items in playlists disappear but factually they are still playable changing played item is hit or miss and there is more :  
"
3796,"ever since android 10 screen wont turn off while casting videos via miracast :  
"
3797,"audio only plays and only shows 1 frame of the vid fix this please :  
"
3798,"it doesnt work on my tablet sad may i know why :  
"
3799,"nice powerful player but subtitle synchro and subs speed control should be improved to mx player level also there is no direct sharing easy ui unlike mx and other video players poor subtitle search even manual search is much better :  
"
3800,"while this is still a good app it has a tendency to randomly delete my songs from my playlist adding them again is a real pain :  
"
3801,"i love this app but sometimes when i load new videos it doesnt parse trough them even when hitting refresh which is annoying :  
"
3802,"theres an issue i want the developers to look up to i m using huawei honor 7x and whenever i use another app while running video as an audio in background it automatically after some time stops :  
"
3803,"can u add custom subtitle so that i can key in movies name to look up for online subtitle vlc currently detects subtitle by the whole name include video extension therefore i cant download subtitle even if its out there :  
"
3804,"the videos thumbnails are present even after the videos are deleted and even after removing the video thumbnails they reappear this is ridiculous  :  
"
3805,"i downloaden the subtitles from with in the app but at first they were not coming and they came they were of some other scene hate it couldnt give less than one star :  
"
3806,"no sort by date for local fileskind of makes the whole thing useless tried again for audio no gestures or 100 volume playing audio why even have a different interface :  
"
3807,"it has great codecs i like it but how do you get the options up when playing a video even when i quit open the app from the app drawer it doesnt appear ridiculous :  
"
3808,"the media player is good and very minimalistic but media scanning is pathetic sometimes it doesnt scan some videos and other times doesnt stop previewing a deleted video even after refreshing the content :  
"
3809,"the subtitle dont add properlyit adds nd just disappear after u open some other app nd come back to vlcnd then unless you close the video it wont add again very annoying bug :  
"
3810,"exactly what ive been looking for overlooked vlc to start with dispite using regularly on the pc i should have known the android version would have everything i need aswell main use is playing media from nas :  
"
3811," why the eff am i not allowed to control the volume during videos with the slider instead of increments seriously other than that its a nice app version of the good old trusty vlc :  
"
3812,"the app wont stop detecting shows that arent there when i try to refresh it just shows the refreshing sign and then i cant do anything else :  
"
3813,"vlc is my go to for most but recently has become very hit and miss on android it forgets my library so when opened has to spend ages scanning my sd card it never used to do this  :  
"
3814,"cold be great but there is a second delay between the start of the video and audio very frustrating :  
"
3815,"continues to say video location error cannot be played i tried copying the file and relocating it but it still wont play on about 20 percent of my audio files :  
"
3816,"i have just one complaint it takes 1 hour to watch a 20 min video each min the video will stop for loading seriously each and every min it is becoming really inconvenient pls fix this problem other than that this app is great :  
"
3817,"ok it would be way better if you can connect and stream to ps4 and xbox otherwise apps that can do that totally beat this what the purpose of another video player when the phones default player is way better it makes this obsolete :  
"
3818,"there is a bug sometimes when i try to open the open it crashes i have ro restart my mobile for it to work :  
"
3819,"vlc is more than video player you can play online video streams add subtitles sleep timer mini player resume where you stoppedand a lot more :  
"
3820,"well its good but i dont see a reason why we have to connect to the internet for it to load the new video and i think vlc should show the name of the video as we name it :  
"
3821,"had this app for years got a new phone and now everytime i let something play in the background it randomly cuts off try reinstalling it its a really short fix :  
"
3822,"everything good except for the fact that every other video players out there allow screen recording but vlc simply doesnt :  
"
3823,"the video player is good except the searching options directories are in tatters and it doesnt let you sort by date or size :  
"
3824,"very very worst of the worst experiences in updated version 0 out of 100 even its better before updated version plz dont dont download it if you download ityour time money for net costs will throne into ganga river then your wish your die you die :  
"
3825,"i had the following problem with the music player all artists were marked as unknown artist and all albums ended up in unknown album :  
"
3826,"when using as audio player i face a bug that after pause it frequently resumes playing at different time of several seconds it is annoying when u use it for voice listening with frequent pausing please fix :  
"
3827,"good video player just one issue if using chromecast the subtitle is not showing please fix that it will be full star :  
"
3828,"my music always plays when i select from files but doesnt always save in the media player but will appear randomly i dont know why but its super annoying im looking for another app as we speak if you fix ill give 5 stars i love vlc on my cpu :  
"
3829,"this app is greatthe only problem is that it doesnt refresh playlistseven after deleting a track youd still see its name will rate it 35 :  
"
3830,"when i play any video playlist in audio mode it only plays the first one then stops in that and doesnt forward to next one how can i fix this help please :  
"
3831,"kinda buggy in many ways but its reliable in that it can accept almost every type of video format i stick in it thanks for the app devs  :  
"
3832,"works well for the most part not showing hidden files and clearing the playlist both dont appear to work at least not with android tv :  
"
3833,"can no longer browse my samba share connection to share is ok as i can still play files in my history  :  
"
3834,"sorry the 32 update is horible for me i prefer the user interface in 25 version which is much easier to use :  
"
3835,"when i fast forward my record and try to play it it just doesnt play for 23 seconds it kinda gets frustrating by time please fix it :  
"
3836,"app is amazing but i cant play my vob files dont know why any help please :  
"
3837,"why i cant download any subtitles since i updated my vlc app i can no longer download any subtitles :  
"
3838,"played the formatvideo that i needed it to play plus i deduct a star or two for ads no ads plus it plays the video i wanted played while other programs with higher ratings and ads did not win :  
"
3839,"now i cant convert any songs from my converter onto audio on this app only allows so many songs to be held on audio totally frustrating looking now for a better app that works ill pay for it :  
"
3840,"skips a few seconds after pause hard to rewind not great for downloaded voicemails and not as great as the desktop version :  
"
3841,"used to be good new update sucks cant watch anything in folders and get stucked when played as audio soo many errors uninstalled :  
"
3842,"pip doesnt work properly subtitles dont appear and the video keeps playing from the beginning if the screen is rotated or pressing home :  
"
3843,"it works perfectlybut sometimes there is a cone drawn even when im playing a videoit wont show the video but only the sound with a cone :  
"
3844,"just needs to be able to play all formats some of my music isnt recgonised and can we not have sub directories please having all my music or videos in one place is good but trying to find them is hard :  
"
3845,"the new version of vlc is to bad it is hard to operate and it dont show new videos in first time it need refresh to load those materials please solve these problems :  
"
3846,"it use to automatically detect srt files on samba shares automatically where the video file that i played is located and play it on screen now with the recent updates i have to do it manually and search for the srt file but unlike mx player it can look for the srt file on the samba server while mx player it looks for it on my local phone storage 4 stars for the improved chromecast integration though but when using chromecast it cant display the subititles :  
"
3847,"best video player for android users i am not kidding cause 99 video players dont play all the video formats and they have tons of ads which makes them worst but vlc player is really greatbetter than mx player :  
"
3848,"timer not working ive used this app for years and its been brilliant but now when i set the time it just ignores it and plays continuously the update on 29th mar at fault :  
"
3849,"once great but each update seems tomake matters worse with latest update the playpausebutton in the notification went missing i heavily use that thing now im using a different player :  
"
3850,"inconsistent file scanning odd updates poor organization inline headers for alphabet uninstallreinstall doesnt even help with scans :  
"
3851,"videos do not get removed if not available in phone says failed to delete but list grows big when casting brightness is very low and cant increase making even a full hd movie a theatre print :  
"
3852,"what the happened to dark mode i cant stand the orange it was fine earlier now the option isnt even in the damn option settings interface nothing it should be there stop removing things :  
"
3853,"sometimes when i delete some files it still shows them in the list and when you try to open them it shows some sort of error which is annoying :  
"
3854,"it can be the best video player out there but few things are missing option for viewing file names instead of metadata is missing :  
"
3855,"the app is totally awesome but i dont why the subtitles feature never works it always states service not available please fix this :  
"
3856,"5 stars and more very accesible and on top of that its free can also play different files no ads very happy with this :  
"
3857,"it was good ol vlc now every video i watch on it runs laggy with messed up frame rate watching those on phones default video player what a letdown vlc you used to be my favorite :  
"
3858,"after new update it is not become helpfull especially in subtitle download subtitles easily can be choose but it is not show up in video the latest update is not working friendly user it worst :  
"
3859,"its irritating everytime i open its shows parsing media worst user interface all videos in single row scrolling from top to bottom more time why cant you add folder else just copy coding from mx player :  
"
3860,"stops playing music when minimized on my p20 lite used to work properly on my samsung galaxy and also it takes forever to finish scanning for media :  
"
3861,"casting fails and buffers like crazy used to work fine but now is buggy as hell switching to another player if this doesnt improve :  
"
